feed_url,alert,error_type,error_message
https://www.google.com/alerts/feeds/01549978635682241555/15524956261072249483,site:https://lawbeat.in/ muslim,parse,no entries
https://www.google.com/alerts/feeds/01549978635682241555/6494971414470436879,site:https://thenigerialawyer.com islam,parse,no entries
https://www.google.com/alerts/feeds/01549978635682241555/9476175290809345637,site:https://religionunplugged.com/ islam,parse,no entries
https://www.google.com/alerts/feeds/01549978635682241555/11247692753531422041,qazi court,parse,no entries
https://www.google.com/alerts/feeds/01549978635682241555/8316934480600746281,site:https://thelegalaffair.com/ muslim islam,parse,no entries
